Unnamed: 0,DATETIMEDATA,PM25,CO,NO2,TEMP,RH
1235,2024-02-21 11:00:00,23.1,0.52,6.0,35,54
1236,2024-02-21 12:00:00,24.5,0.48,3.0,33,60
1237,2024-02-21 13:00:00,18.9,0.5,2.0,33,61
1238,2024-02-21 14:00:00,18.8,0.55,3.0,34,58
1239,2024-02-21 15:00:00,24.5,0.54,8.0,33,60
1240,2024-02-21 16:00:00,21.8,0.8,10.0,32,62
1241,2024-02-21 17:00:00,25.7,0.7,9.0,32,64
1242,2024-02-21 18:00:00,22.5,0.6,8.0,30,71
1243,2024-02-21 19:00:00,30.3,0.57,8.0,30,74
1244,2024-02-21 20:00:00,27.7,0.57,10.0,30,75
1245,2024-02-21 21:00:00,30.7,0.54,5.0,29,76
1246,2024-02-21 22:00:00,31.4,0.5,4.0,29,76
1247,2024-02-21 23:00:00,32.2,0.46,2.0,29,76
1248,2024-02-22 00:00:00,31.0,0.43,1.0,29,76
1249,2024-02-22 01:00:00,29.8,0.43,2.0,29,78
1250,2024-02-22 02:00:00,30.6,0.45,1.0,29,79
1251,2024-02-22 03:00:00,27.8,0.43,0.0,29,75
1252,2024-02-22 04:00:00,28.3,0.5,5.29,28,69
1253,2024-02-22 05:00:00,17.4,0.45,1.0,28,73
1254,2024-02-22 06:00:00,23.8,0.47,3.0,28,75
1255,2024-02-22 07:00:00,22.4,0.61,9.0,29,73
1256,2024-02-22 08:00:00,22.3,0.53,5.0,31,63
1257,2024-02-22 09:00:00,16.4,0.53,5.0,32,58
1258,2024-02-22 10:00:00,22.9,0.49,5.0,34,54
1259,2024-02-22 11:00:00,22.4,0.5,5.0,34,51
1260,2024-02-22 12:00:00,19.1,0.48,4.0,34,47
1261,2024-02-22 13:00:00,18.6,0.5,3.0,34,49
1262,2024-02-22 14:00:00,22.6,0.56,3.0,34,46
1263,2024-02-22 15:00:00,22.3,0.5,5.0,36,39
1264,2024-02-22 16:00:00,24.2,0.5,8.0,36,40
1265,2024-02-22 17:00:00,26.2,0.57,10.0,35,46
1266,2024-02-22 18:00:00,23.0,0.64,15.0,32,58
1267,2024-02-22 19:00:00,26.5,0.56,11.0,30,67
1268,2024-02-22 20:00:00,28.9,0.59,10.0,30,69
1269,2024-02-22 21:00:00,26.2,0.51,6.0,30,71
1270,2024-02-22 22:00:00,28.0,0.49,5.0,30,74
1271,2024-02-22 23:00:00,26.5,0.51,6.0,30,76
1272,2024-02-23 00:00:00,26.4,0.48,2.0,30,74
1273,2024-02-23 01:00:00,26.9,0.41,5.29,29,73
1274,2024-02-23 02:00:00,20.9,0.45,0.0,29,78
1275,2024-02-23 03:00:00,23.2,0.42,5.29,29,72
1276,2024-02-23 04:00:00,20.6,0.41,5.29,28,69
1277,2024-02-23 05:00:00,14.9,0.5,5.29,28,72
1278,2024-02-23 06:00:00,18.8,0.46,2.0,28,74
1279,2024-02-23 07:00:00,19.8,0.56,7.0,28,73
1280,2024-02-23 08:00:00,20.0,0.45,2.0,31,64
1281,2024-02-23 09:00:00,15.5,0.52,4.0,32,58
1282,2024-02-23 10:00:00,20.6,0.49,3.0,34,53
1283,2024-02-23 11:00:00,22.4,0.5,4.0,35,45
1284,2024-02-23 12:00:00,19.5,0.52,6.0,36,40
1285,2024-02-23 13:00:00,22.6,0.55,7.0,38,33
1286,2024-02-23 14:00:00,24.6,0.59,8.0,36,44
1287,2024-02-23 15:00:00,22.7,0.53,11.0,35,51
1288,2024-02-23 16:00:00,25.5,0.58,15.0,35,50
1289,2024-02-23 17:00:00,28.1,0.65,13.0,33,57
1290,2024-02-23 18:00:00,29.8,0.67,11.0,31,69
1291,2024-02-23 19:00:00,31.7,0.66,12.0,30,72
1292,2024-02-23 20:00:00,32.8,0.69,10.0,30,73
1293,2024-02-23 21:00:00,30.6,0.55,9.0,30,70
1294,2024-02-23 22:00:00,32.6,0.53,8.0,30,71
1295,2024-02-23 23:00:00,29.7,0.56,9.0,30,66
1296,2024-02-24 00:00:00,25.9,0.38,2.0,29,62
1297,2024-02-24 01:00:00,16.4,0.36,1.0,28,66
1298,2024-02-24 02:00:00,15.4,0.36,1.0,28,67
1299,2024-02-24 03:00:00,14.8,0.37,0.0,28,69
1300,2024-02-24 04:00:00,18.2,0.41,0.0,27,70
1301,2024-02-24 05:00:00,19.8,0.48,1.0,27,70
1302,2024-02-24 06:00:00,18.1,0.5,5.29,27,72
1303,2024-02-24 07:00:00,17.5,0.48,5.0,28,68
1304,2024-02-24 08:00:00,17.7,0.45,2.0,30,59
1305,2024-02-24 09:00:00,17.5,0.45,4.0,31,55
1306,2024-02-24 10:00:00,20.4,0.46,4.0,32,52
1307,2024-02-24 11:00:00,19.7,0.47,7.0,33,50
1308,2024-02-24 12:00:00,16.8,0.46,4.0,35,45
1309,2024-02-24 13:00:00,13.1,0.49,3.0,35,45
1310,2024-02-24 14:00:00,18.6,0.53,3.0,35,50
1311,2024-02-24 15:00:00,15.2,0.43,2.0,34,53
1312,2024-02-24 16:00:00,12.4,0.39,2.0,33,58
1313,2024-02-24 17:00:00,20.2,0.44,3.0,33,60
1314,2024-02-24 18:00:00,19.6,0.46,6.0,31,64
1315,2024-02-24 19:00:00,18.2,0.49,4.0,32,53
1316,2024-02-24 20:00:00,20.9,0.48,3.0,32,51
1317,2024-02-24 21:00:00,21.1,0.45,3.0,31,52
1318,2024-02-24 22:00:00,22.7,0.43,2.0,31,52
1319,2024-02-24 23:00:00,18.2,0.44,1.0,30,55
1320,2024-02-25 00:00:00,16.2,0.48,5.0,29,59
1321,2024-02-25 01:00:00,18.1,0.42,4.0,28,63
1322,2024-02-25 02:00:00,19.0,0.42,4.0,28,65
1323,2024-02-25 03:00:00,17.0,0.39,1.0,28,65
1324,2024-02-25 04:00:00,17.4,0.42,3.0,28,68
1325,2024-02-25 05:00:00,18.9,0.45,2.0,27,71
1326,2024-02-25 06:00:00,21.5,0.49,3.0,27,72
1327,2024-02-25 07:00:00,22.7,0.5,5.29,28,71
1328,2024-02-25 08:00:00,23.0,0.43,2.0,31,61
1329,2024-02-25 09:00:00,21.4,0.45,2.0,31,60
1330,2024-02-25 10:00:00,21.7,0.44,2.0,33,54
1331,2024-02-25 11:00:00,20.2,0.44,3.0,34,51
1332,2024-02-25 12:00:00,22.8,0.45,3.0,35,49
1333,2024-02-25 13:00:00,19.5,0.49,2.0,36,44
1334,2024-02-25 14:00:00,19.8,0.52,6.0,37,39
1335,2024-02-25 15:00:00,18.6,0.42,2.0,36,44
1336,2024-02-25 16:00:00,20.0,0.42,1.0,35,45
1337,2024-02-25 17:00:00,15.9,0.42,2.0,35,46
1338,2024-02-25 18:00:00,23.0,0.45,6.0,33,53
1339,2024-02-25 19:00:00,23.6,0.63,9.0,32,61
1340,2024-02-25 20:00:00,46.5,0.68,11.0,31,65
1341,2024-02-25 21:00:00,51.4,0.57,9.0,30,67
1342,2024-02-25 22:00:00,46.9,0.54,8.0,30,65
1343,2024-02-25 23:00:00,25.2,0.55,5.0,30,63
1344,2024-02-26 00:00:00,24.3,0.44,1.0,29,68
1345,2024-02-26 01:00:00,24.0,0.38,0.0,29,71
1346,2024-02-26 02:00:00,25.1,0.4,0.0,28,71
1347,2024-02-26 03:00:00,25.4,0.41,5.29,28,69
1348,2024-02-26 04:00:00,26.9,0.39,5.29,28,69
1349,2024-02-26 05:00:00,27.9,0.39,5.29,28,72
1350,2024-02-26 06:00:00,24.9,0.4,1.0,28,73
1351,2024-02-26 07:00:00,21.4,0.41,1.0,28,71
1352,2024-02-26 08:00:00,25.6,0.5,5.29,31,63
1353,2024-02-26 09:00:00,24.6,0.45,4.0,32,57
1354,2024-02-26 10:00:00,31.8,0.47,3.0,33,54
1355,2024-02-26 11:00:00,31.1,0.45,4.0,34,49
1356,2024-02-26 12:00:00,28.8,0.46,4.0,35,46
1357,2024-02-26 13:00:00,30.6,0.57,5.0,37,41
1358,2024-02-26 14:00:00,30.3,0.54,5.0,36,41
1359,2024-02-26 15:00:00,26.7,0.45,5.0,37,39
1360,2024-02-26 16:00:00,29.0,0.47,4.0,36,40
1361,2024-02-26 17:00:00,30.2,0.47,6.0,35,42
1362,2024-02-26 18:00:00,30.1,0.48,5.0,33,48
1363,2024-02-26 19:00:00,27.9,0.54,5.0,32,50
1364,2024-02-26 20:00:00,34.3,0.49,3.0,31,55
1365,2024-02-26 21:00:00,32.8,0.48,3.0,30,56
1366,2024-02-26 22:00:00,33.4,0.47,2.0,30,58
1367,2024-02-26 23:00:00,36.3,0.46,1.0,29,62
1368,2024-02-27 00:00:00,30.7,0.42,0.0,29,66
1369,2024-02-27 01:00:00,36.0,0.42,1.0,28,71
1370,2024-02-27 02:00:00,31.1,0.46,2.0,28,71
1371,2024-02-27 03:00:00,27.1,0.43,1.0,28,70
1372,2024-02-27 04:00:00,32.3,0.42,1.0,28,73
1373,2024-02-27 05:00:00,29.4,0.46,1.0,27,71
1374,2024-02-27 06:00:00,31.6,0.47,3.0,27,72
1375,2024-02-27 07:00:00,26.7,0.54,6.0,28,70
1376,2024-02-27 08:00:00,27.7,0.45,5.0,30,61
1377,2024-02-27 09:00:00,23.7,0.5,5.29,31,56
1378,2024-02-27 10:00:00,29.8,0.46,3.0,32,54
1379,2024-02-27 11:00:00,26.3,0.45,3.0,33,48
1380,2024-02-27 12:00:00,19.5,0.5,4.0,35,44
1381,2024-02-27 13:00:00,20.7,0.55,5.0,36,41
1382,2024-02-27 14:00:00,20.1,0.54,4.0,37,37
1383,2024-02-27 15:00:00,16.8,0.43,4.0,37,39
1384,2024-02-27 16:00:00,20.2,0.48,7.0,36,43
1385,2024-02-27 17:00:00,22.6,0.5,7.0,34,51
1386,2024-02-27 18:00:00,19.3,0.47,7.0,33,48
1387,2024-02-27 19:00:00,20.3,0.52,4.0,32,47
1388,2024-02-27 20:00:00,22.3,0.49,4.0,31,50
1389,2024-02-27 21:00:00,26.4,0.42,2.0,31,53
1390,2024-02-27 22:00:00,22.1,0.39,1.0,30,60
1391,2024-02-27 23:00:00,19.1,0.38,0.0,29,58
1392,2024-02-28 00:00:00,15.5,0.35,5.29,29,61
1393,2024-02-28 01:00:00,18.6,0.37,5.29,28,66
1394,2024-02-28 02:00:00,19.9,0.39,5.29,28,70
1395,2024-02-28 03:00:00,19.3,0.37,5.29,28,69
1396,2024-02-28 04:00:00,20.4,0.38,5.29,28,73
1397,2024-02-28 05:00:00,17.5,0.38,5.29,28,73
1398,2024-02-28 06:00:00,22.7,0.38,0.0,28,71
1399,2024-02-28 07:00:00,18.4,0.47,3.0,28,71
1400,2024-02-28 08:00:00,22.8,0.43,3.0,30,63
1401,2024-02-28 09:00:00,23.9,0.44,2.0,32,58
1402,2024-02-28 10:00:00,22.7,0.5,5.29,33,55
1403,2024-02-28 11:00:00,27.8,0.45,2.0,33,53
1404,2024-02-28 12:00:00,23.8,0.46,4.0,35,47
1405,2024-02-28 13:00:00,23.3,0.53,6.0,35,50
1406,2024-02-28 14:00:00,22.5,0.49,3.0,34,49
1407,2024-02-28 15:00:00,23.4,0.4,2.0,35,47
1408,2024-02-28 16:00:00,21.5,0.45,4.0,35,46
1409,2024-02-28 17:00:00,22.8,0.44,3.0,34,52
1410,2024-02-28 18:00:00,21.3,0.47,6.0,32,57
1411,2024-02-28 19:00:00,20.3,0.59,6.0,31,64
1412,2024-02-28 20:00:00,23.9,0.56,6.0,31,63
1413,2024-02-28 21:00:00,25.0,0.45,4.0,31,61
1414,2024-02-28 22:00:00,27.9,0.44,1.0,30,62
1415,2024-02-28 23:00:00,30.1,0.43,1.0,29,65
1416,2024-02-29 00:00:00,31.3,0.36,5.29,29,67
1417,2024-02-29 01:00:00,23.6,0.38,0.0,29,67
1418,2024-02-29 02:00:00,31.4,0.39,5.29,28,69
1419,2024-02-29 03:00:00,31.3,0.39,5.29,28,70
1420,2024-02-29 04:00:00,26.3,0.38,5.29,28,70
1421,2024-02-29 05:00:00,29.3,0.38,5.29,28,69
1422,2024-02-29 06:00:00,30.3,0.4,2.0,28,70
1423,2024-02-29 07:00:00,24.5,0.46,4.0,28,65
1424,2024-02-29 08:00:00,26.6,0.44,3.0,31,59
1425,2024-02-29 09:00:00,24.7,0.43,3.0,31,55
1426,2024-02-29 10:00:00,26.1,0.45,4.0,32,53
1427,2024-02-29 11:00:00,24.7,0.5,5.29,34,47
1428,2024-02-29 12:00:00,23.8,0.49,8.0,35,43
1429,2024-02-29 13:00:00,22.8,0.55,7.0,36,40
1430,2024-02-29 14:00:00,24.1,0.53,6.0,37,38
1431,2024-02-29 15:00:00,24.4,0.44,8.0,38,38
1432,2024-02-29 16:00:00,26.8,0.51,9.0,38,38
1433,2024-02-29 17:00:00,24.6,0.52,9.0,36,40
1434,2024-02-29 18:00:00,27.9,0.54,12.0,33,47
1435,2024-02-29 19:00:00,29.4,0.56,6.0,32,51
1436,2024-02-29 20:00:00,29.4,0.51,5.0,32,52
1437,2024-02-29 21:00:00,28.6,0.56,7.0,31,56
1438,2024-02-29 22:00:00,23.5,0.5,4.0,30,61
1439,2024-02-29 23:00:00,27.2,0.49,4.0,30,62
1440,2024-03-01 00:00:00,26.7,0.42,3.0,29,61
1441,2024-03-01 01:00:00,23.8,0.43,3.0,29,61
1442,2024-03-01 02:00:00,25.9,0.41,0.0,29,62
1443,2024-03-01 03:00:00,24.5,0.4,0.0,28,64
1444,2024-03-01 04:00:00,24.0,0.38,0.0,28,65
1445,2024-03-01 05:00:00,23.2,0.41,0.0,28,67
1446,2024-03-01 06:00:00,24.2,0.42,2.0,28,67
1447,2024-03-01 07:00:00,25.5,0.5,5.0,29,65
1448,2024-03-01 08:00:00,29.7,0.47,3.0,31,60
1449,2024-03-01 09:00:00,26.7,0.46,2.0,32,56
1450,2024-03-01 10:00:00,24.5,0.48,3.0,33,53
1451,2024-03-01 11:00:00,28.8,0.48,3.0,34,49
1452,2024-03-01 12:00:00,27.3,0.46,3.0,35,45
1453,2024-03-01 13:00:00,25.2,0.55,4.0,35,46
1454,2024-03-01 14:00:00,24.7,0.49,2.0,34,48
1455,2024-03-01 15:00:00,26.3,0.43,2.0,35,47
1456,2024-03-01 16:00:00,26.8,0.49,7.0,34,48
1457,2024-03-01 17:00:00,29.8,0.49,13.0,33,52
1458,2024-03-01 18:00:00,31.3,0.52,12.0,32,60
1459,2024-03-01 19:00:00,28.7,0.6,12.0,31,65
1460,2024-03-01 20:00:00,33.9,0.57,11.0,30,66
1461,2024-03-01 21:00:00,30.3,0.53,9.0,30,66
1462,2024-03-01 22:00:00,27.5,0.46,6.0,30,66
1463,2024-03-01 23:00:00,27.7,0.48,6.0,30,68
